participantNo,inputType,trialNo,triad,msg,spagCorrect,correctMsg,gMsg
22,Keyboard,2,"baby.png,iPhone4.png,man.png",The baby broke a man's phone.,The baby broke a man's phone.,The baby broke a man's phone.,The baby broke a man's phone.
22,Keyboard,3,"grandma.png,heart.png,teddybear.png",I gave my grandma a teddy bear and she loves it.,I gave my grandma a teddy bear and she loves it.,I gave my grandma a teddy bear and she loves it.,I gave my grandma a teddy bear and she loves it.
22,Keyboard,4,"cooking.png,house.png,soccer.png",The mom cooks for her children while they are out playing soccer.,The mom cooks for her children while they are out playing soccer.,The mom cooks for her children while they are out playing soccer.,The mom cooks for her children while they are out playing soccer.
22,Keyboard,5,"apple.png,doctor.png,house.png",Doctors recommend not keeping apples in your house since they attract fruit flies.,Doctors recommend not keeping apples in your house since they attract fruit flies.,Doctors recommend not keeping apples in your house since they attract fruit flies.,Doctors recommend not keeping apples in your house since they attract fruit flies.
22,Keyboard,6,"swings.png,money.png,momandbaby.png",The swing at the park needs repairs before the mom can take her child there.,The swing at the park needs repairs before the mom can take her child there.,The swing at the park needs repairs before the mom can take her child there.,The swing at the park needs repairs before the mom can take her child there.
22,Keyboard,7,"boy.png,boat.png,cat.png","While chasing a cat, the boy found himself on a boat.","While chasing a cat, the boy found himself on a boat.","While chasing a cat, the boy found himself on a boat.","While chasing a cat, the boy found himself on a boat."
22,Keyboard,8,"crying.png,youngman.png,santa.png",The older brother made fun of his younger brother for still believing in Santa Claus.,The older brother made fun of his younger brother for still believing in Santa Claus.,The older brother made fun of his younger brother for still believing in Santa Claus.,The older brother made fun of his younger brother for still believing in Santa Claus.
22,Keyboard,9,"boy.png,Friends.png,present.png","After a frisky night, the three people were gifted with a child, but no one knows whose it is.","After a frisky night, the three people were gifted with a child, but no one knows whose it is.","After a frisky night, the three people were gifted with a child, but no one knows whose it is.","After a frisky night, the three people were gifted with a child, but no one knows whose it is."
22,Keyboard,10,"sun.png,house.png,baby.png",This child likes playing on the sunroom.,This child likes playing on the sunroom.,This child likes playing on the sunroom.,This child likes playing on the sunroom.
22,Keyboard,11,"swings.png,crying.png,raincloud.png",The child got his butt wet on the swing so he his sad.,The child got his butt wet on the swing so he his sad.,The child got his butt wet on the swing so he is sad.,The child got his butt wet on the swing so he is sad.
22,Keyboard,12,"soccer.png,youngman.png,heart.png",This guy likes soccer more than his girlfriend.,This guy likes soccer more than his girlfriend.,This guy likes soccer more than his girlfriend.,This guy likes soccer more than his girlfriend.
22,Keyboard,13,"teddybear.png,money.png,Friends.png",The group spend a lot of money trying to win a bear at the carnival.,The group spend a lot of money trying to win a bear at the carnival.,The group spent a lot of money trying to win a bear at the carnival.,The group spend a lot of money trying to win a bear at the carnival.
22,Keyboard,14,"turtle.png,cooking-pan.png,youngman.png",This guy's pet turtle helps him cook.,This guy's pet turtle helps him cook.,This guy's pet turtle helps him cook.,This guy's pet turtle helps him cook.
22,Keyboard,15,"doctor.png,plane.png,boy.png",Doctors on planes hate children.,Doctors on planes hate children.,Doctors on planes hate children.,Doctors on planes hate children.
22,Keyboard,16,"house.png,Friends.png,mug.png","After a long day of work, I like having my friends over for a drink.","After a long day of work, I like having my friends over for a drink.","After a long day of work, I like having my friends over for a drink.","After a long day of work, I like having my friends over for a drink."
22,Keyboard,17,"bicycle.png,youngman.png,santa.png","On my bike, I ran over Santa Claus.","On my bike, I ran over Santa Claus.","On my bike, I ran over Santa Claus.","On my bike, I ran over Santa Claus."
22,Keyboard,18,"crying.png,pup.png,confused.png",This boy is crying because the family lost their dog.,This boy is crying because the family lost their dog.,This boy is crying because the family lost their dog.,This boy is crying because the family lost their dog.
22,Keyboard,19,"brocoli.png,hotdog.png,woman.png",The teacher is using food to explain colours to her class.,The teacher is using food to explain colours to her class.,The teacher is using food to explain colours to her class.,The teacher is using food to explain colours to her class.
22,Keyboard,20,"woman.png,momandbaby.png,plane.png",I prefer women on planes that have no children compared to those with children.,I prefer women on planes that have no children compared to those with children.,I prefer women on planes that have no children compared to those with children.,I prefer women on planes that have no children compared to those with children.
23,Keyboard,1,"house.png,Friends.png,mug.png",A bunch of friends gather at one of their places to enjoy coffee together.,A bunch of friends gather at one of their places to enjoy coffee together.,A bunch of friends gather at one of their places to enjoy coffee together.,A bunch of friends gather at one of their places to enjoy coffee together.
23,Keyboard,2,"boy.png,boat.png,cat.png",A cat destroys the boy's toy boat.,A cat destroys the boy's toy boat.,A cat destroys the boy's toy boat.,A cat destroys the boy's toy boat.
23,Keyboard,3,"baby.png,iPhone4.png,man.png",The baby knows how to use a smartphone better than his grandpa.,The baby knows how to use a smartphone better than his grandpa.,The baby knows how to use a smartphone better than his grandpa.,The baby knows how to use a smartphone better than his grandpa.
23,Keyboard,4,"teddybear.png,money.png,Friends.png",A group of friends pitched in money to buy a giant stuffed animal.,A group of friends pitched in money to buy a giant stuffed animal.,A group of friends pitched in money to buy a giant stuffed animal.,A group of friends pitched in money to buy a giant stuffed animal.
23,Keyboard,5,"boy.png,Friends.png,present.png",The boy receives a gift from his friends.,The boy receives a gift from his friends.,The boy receives a gift from his friends.,The boy receives a gift from his friends.
23,Keyboard,6,"swings.png,money.png,momandbaby.png",A woman goes shopping and leaves her son on the swings to play in the meantime.,A woman goes shopping and leaves her son on the swings to play in the meantime.,A woman goes shopping and leaves her son on the swings to play in the meantime.,A woman goes shopping and leaves her son on the swings to play in the meantime.
23,Keyboard,7,"swings.png,crying.png,raincloud.png",The boy cannot play in the park because it is raining.,The boy cannot play in the park because it is raining.,The boy cannot play in the park because it is raining.,The boy cannot play in the park because it is raining.
23,Keyboard,8,"brocoli.png,hotdog.png,woman.png",A woman likes her hotdogs with broccoli.,A woman likes her hotdogs with broccoli.,A woman likes her hotdogs with broccoli.,A woman likes her hotdogs with broccoli.
23,Keyboard,9,"bicycle.png,youngman.png,santa.png",Santa Claus gives the boy a bike for Christmas.,Santa Claus gives the boy a bike for Christmas.,Santa Claus gives the boy a bike for Christmas.,Santa Claus gives the boy a bike for Christmas.
